Timestamp,Instance,Nodes,Max_K,Solved_at_K,Status,Time_Seconds
18:49:58,instance_n18_c2_k14_i53.dzn,18,14,6,36,OPTIMAL,1.46,0.62
18:50:01,instance_n18_c2_k17_i54.dzn,18,17,6,62,OPTIMAL,1.70,1.62
18:50:04,instance_n22_c0_k14_i63.dzn,22,14,7,62,OPTIMAL,2.48,19.82
18:50:26,instance_n22_c0_k17_i64.dzn,22,17,8,60,OPTIMAL,3.42,112.72
18:52:22,instance_n22_c1_k11_i67.dzn,22,11,8,59,SAT_MIN,3.02,300.26
18:57:26,instance_n22_c1_k17_i69.dzn,22,17,6,45,OPTIMAL,1.96,1.15
18:57:29,instance_n22_c2_k14_i73.dzn,22,14,6,46,OPTIMAL,1.87,2.28
18:57:33,instance_n22_c2_k17_i74.dzn,22,17,6,50,OPTIMAL,1.69,1.66
18:57:36,instance_n22_c3_k11_i77.dzn,22,11,8,69,OPTIMAL,4.01,62.18
18:58:42,instance_n22_c3_k17_i79.dzn,22,17,6,38,OPTIMAL,1.89,1.79
18:58:46,instance_n22_c3_k8_i76.dzn,22,8,4,52,OPTIMAL,1.04,0.44
18:58:48,instance_n26_c0_k14_i83.dzn,26,14,7,60,OPTIMAL,2.38,108.68
19:00:39,instance_n26_c0_k17_i84.dzn,26,17,8,N/A,ERROR_MIN,2.83,300.25
19:05:42,instance_n26_c0_k8_i81.dzn,26,8,5,50,OPTIMAL,1.99,4.21
19:05:48,instance_n26_c1_k11_i87.dzn,26,11,6,52,OPTIMAL,2.36,2.44
19:05:53,instance_n26_c1_k14_i88.dzn,26,14,9,93,SAT_MIN,5.12,300.27
19:10:58,instance_n26_c1_k17_i89.dzn,26,17,10,99,SAT_MIN,7.89,300.19
19:16:06,instance_n26_c2_k14_i93.dzn,26,14,10,N/A,ERROR_MIN,8.93,300.14
19:21:15,instance_n26_c2_k17_i94.dzn,26,17,9,86,SAT_MIN,4.32,300.19
19:26:20,instance_n26_c3_k17_i99.dzn,26,17,7,63,OPTIMAL,2.32,106.04
