Timestamp,Instance,Nodes,Max_K,Solved_at_K,Status,Time_Seconds
21:06:10,instance_n18_c2_k14_i53.dzn,18,14,6,36,OPTIMAL,1.74,0.60
21:06:12,instance_n18_c2_k17_i54.dzn,18,17,6,62,OPTIMAL,1.88,2.05
21:06:16,instance_n22_c0_k14_i63.dzn,22,14,7,62,OPTIMAL,2.52,8.21
21:06:27,instance_n22_c0_k17_i64.dzn,22,17,8,60,OPTIMAL,3.03,59.72
21:07:30,instance_n22_c1_k11_i67.dzn,22,11,8,58,OPTIMAL,2.90,38.63
21:08:11,instance_n22_c1_k17_i69.dzn,22,17,6,45,OPTIMAL,1.73,2.34
21:08:15,instance_n22_c2_k14_i73.dzn,22,14,6,46,OPTIMAL,1.83,4.10
21:08:21,instance_n22_c2_k17_i74.dzn,22,17,6,50,OPTIMAL,1.81,1.04
21:08:24,instance_n22_c3_k11_i77.dzn,22,11,8,69,OPTIMAL,3.30,24.85
21:08:52,instance_n22_c3_k17_i79.dzn,22,17,6,38,OPTIMAL,1.57,1.79
21:08:56,instance_n22_c3_k8_i76.dzn,22,8,4,52,OPTIMAL,1.09,0.33
21:08:57,instance_n26_c0_k14_i83.dzn,26,14,7,60,OPTIMAL,2.47,8.88
21:09:08,instance_n26_c0_k17_i84.dzn,26,17,8,81,OPTIMAL,2.73,118.52
21:11:10,instance_n26_c0_k8_i81.dzn,26,8,5,50,OPTIMAL,1.35,0.86
21:11:12,instance_n26_c1_k11_i87.dzn,26,11,6,52,OPTIMAL,1.61,0.88
21:11:14,instance_n26_c1_k14_i88.dzn,26,14,9,91,SAT_MIN,3.84,300.20
21:16:18,instance_n26_c1_k17_i89.dzn,26,17,10,95,SAT_MIN,7.56,300.27
21:21:26,instance_n26_c2_k14_i93.dzn,26,14,10,103,SAT_MIN,8.56,300.26
21:26:35,instance_n26_c2_k17_i94.dzn,26,17,9,84,OPTIMAL,4.43,295.90
21:31:35,instance_n26_c3_k17_i99.dzn,26,17,7,63,OPTIMAL,2.67,19.22
