Timestamp,Instance,Nodes,Max_K,Solved_at_K,Status,Time_Seconds
18:18:27,instance_n18_c2_k14_i53.dzn,18,14,6,36,OPTIMAL,1.76,0.45
18:18:29,instance_n18_c2_k17_i54.dzn,18,17,6,62,OPTIMAL,2.30,0.60
18:18:32,instance_n22_c0_k14_i63.dzn,22,14,7,62,OPTIMAL,2.70,1.59
18:18:37,instance_n22_c0_k17_i64.dzn,22,17,8,60,OPTIMAL,3.72,3.81
18:18:44,instance_n22_c1_k11_i67.dzn,22,11,8,58,OPTIMAL,3.62,2.83
18:18:51,instance_n22_c1_k17_i69.dzn,22,17,6,45,OPTIMAL,2.24,0.85
18:18:54,instance_n22_c2_k14_i73.dzn,22,14,6,46,OPTIMAL,2.29,1.30
18:18:57,instance_n22_c2_k17_i74.dzn,22,17,6,50,OPTIMAL,2.04,0.51
18:19:00,instance_n22_c3_k11_i77.dzn,22,11,8,69,OPTIMAL,3.82,3.20
18:19:07,instance_n22_c3_k17_i79.dzn,22,17,6,38,OPTIMAL,2.32,0.56
18:19:10,instance_n22_c3_k8_i76.dzn,22,8,4,52,OPTIMAL,1.17,0.53
18:19:11,instance_n26_c0_k14_i83.dzn,26,14,7,60,OPTIMAL,3.00,1.68
18:19:16,instance_n26_c0_k17_i84.dzn,26,17,8,81,OPTIMAL,3.40,13.95
18:19:33,instance_n26_c0_k8_i81.dzn,26,8,5,50,OPTIMAL,1.93,0.57
18:19:36,instance_n26_c1_k11_i87.dzn,26,11,6,52,OPTIMAL,2.20,0.63
18:19:39,instance_n26_c1_k14_i88.dzn,26,14,9,91,OPTIMAL,4.41,47.97
18:20:31,instance_n26_c1_k17_i89.dzn,26,17,10,95,OPTIMAL,8.06,79.77
18:21:59,instance_n26_c2_k14_i93.dzn,26,14,10,96,OPTIMAL,9.71,76.77
18:23:26,instance_n26_c2_k17_i94.dzn,26,17,9,84,OPTIMAL,5.00,32.90
18:24:03,instance_n26_c3_k17_i99.dzn,26,17,7,63,OPTIMAL,2.21,4.62
