Timestamp,Instance,Nodes,Max_K,Solved_at_K,Min_Cost,Min_Status,Time_SAT_Sec,Time_MIN_Sec
19:54:21,instance_n18_c2_k14_i53.dzn,18,14,6,36,OPTIMAL,1.68,0.46
19:54:23,instance_n18_c2_k17_i54.dzn,18,17,6,62,OPTIMAL,1.74,0.75
19:54:25,instance_n22_c0_k14_i63.dzn,22,14,7,62,OPTIMAL,2.52,2.95
19:54:31,instance_n22_c0_k17_i64.dzn,22,17,8,60,OPTIMAL,3.06,17.69
19:54:52,instance_n22_c1_k11_i67.dzn,22,11,8,58,OPTIMAL,2.97,11.50
19:55:06,instance_n22_c1_k17_i69.dzn,22,17,6,45,OPTIMAL,1.72,1.09
19:55:09,instance_n22_c2_k14_i73.dzn,22,14,6,46,OPTIMAL,1.92,1.30
19:55:12,instance_n22_c2_k17_i74.dzn,22,17,6,50,OPTIMAL,1.68,0.77
19:55:15,instance_n22_c3_k11_i77.dzn,22,11,8,69,OPTIMAL,3.37,13.17
19:55:31,instance_n22_c3_k17_i79.dzn,22,17,6,38,OPTIMAL,1.64,0.92
19:55:34,instance_n22_c3_k8_i76.dzn,22,8,4,52,OPTIMAL,0.95,0.40
19:55:35,instance_n26_c0_k14_i83.dzn,26,14,7,60,OPTIMAL,2.34,2.62
19:55:40,instance_n26_c0_k17_i84.dzn,26,17,8,81,OPTIMAL,2.74,61.43
19:56:44,instance_n26_c0_k8_i81.dzn,26,8,5,50,OPTIMAL,1.60,0.44
19:56:46,instance_n26_c1_k11_i87.dzn,26,11,6,52,OPTIMAL,2.05,0.77
19:56:49,instance_n26_c1_k14_i88.dzn,26,14,9,91,SAT_MIN,4.43,300.21
20:01:54,instance_n26_c1_k17_i89.dzn,26,17,10,95,OPTIMAL,7.51,288.41
20:06:50,instance_n26_c2_k14_i93.dzn,26,14,10,N/A,ERROR_MIN,8.74,300.21
20:11:59,instance_n26_c2_k17_i94.dzn,26,17,9,84,OPTIMAL,4.27,149.58
20:14:32,instance_n26_c3_k17_i99.dzn,26,17,7,63,OPTIMAL,2.25,11.27
