Timestamp,Instance,Nodes,Max_K,Solved_at_K,Min_Cost,Min_Status,Time_SAT_Sec,Time_MIN_Sec
17:18:05,instance_n18_c2_k14_i53.dzn,18,14,6,36,OPTIMAL,1.65,0.44
17:18:07,instance_n18_c2_k17_i54.dzn,18,17,6,62,OPTIMAL,1.71,0.33
17:18:09,instance_n22_c0_k14_i63.dzn,22,14,7,62,OPTIMAL,2.41,1.15
17:18:13,instance_n22_c0_k17_i64.dzn,22,17,8,60,OPTIMAL,3.41,4.93
17:18:21,instance_n22_c1_k11_i67.dzn,22,11,8,58,OPTIMAL,3.11,3.74
17:18:28,instance_n22_c1_k17_i69.dzn,22,17,6,45,OPTIMAL,1.89,0.60
17:18:30,instance_n22_c2_k14_i73.dzn,22,14,6,46,OPTIMAL,2.12,0.73
17:18:33,instance_n22_c2_k17_i74.dzn,22,17,6,50,OPTIMAL,2.07,0.45
17:18:36,instance_n22_c3_k11_i77.dzn,22,11,8,69,OPTIMAL,3.71,4.72
17:18:44,instance_n22_c3_k17_i79.dzn,22,17,6,38,OPTIMAL,1.95,0.61
17:18:47,instance_n22_c3_k8_i76.dzn,22,8,4,52,OPTIMAL,1.21,0.40
17:18:48,instance_n26_c0_k14_i83.dzn,26,14,7,60,OPTIMAL,2.44,1.64
17:18:52,instance_n26_c0_k17_i84.dzn,26,17,8,81,OPTIMAL,2.74,3.84
17:18:59,instance_n26_c0_k8_i81.dzn,26,8,5,50,OPTIMAL,1.71,0.29
17:19:01,instance_n26_c1_k11_i87.dzn,26,11,6,52,OPTIMAL,2.07,1.05
17:19:04,instance_n26_c1_k14_i88.dzn,26,14,9,91,OPTIMAL,10.18,36.97
17:19:51,instance_n26_c1_k17_i89.dzn,26,17,10,95,OPTIMAL,7.91,29.17
17:20:28,instance_n26_c2_k14_i93.dzn,26,14,10,96,OPTIMAL,9.07,53.96
17:21:31,instance_n26_c2_k17_i94.dzn,26,17,9,84,OPTIMAL,4.63,7.19
17:21:43,instance_n26_c3_k17_i99.dzn,26,17,7,63,OPTIMAL,2.67,1.73
