Timestamp,Instance,Nodes,Max_K,Solved_at_K,Status,Time_Seconds
20:38:57,instance_n18_c2_k14_i53.dzn,18,14,6,36,OPTIMAL,1.64,0.65
20:39:00,instance_n18_c2_k17_i54.dzn,18,17,6,62,OPTIMAL,1.71,0.86
20:39:02,instance_n22_c0_k14_i63.dzn,22,14,7,62,OPTIMAL,2.39,16.90
20:39:22,instance_n22_c0_k17_i64.dzn,22,17,8,60,OPTIMAL,3.50,36.45
20:40:01,instance_n22_c1_k11_i67.dzn,22,11,8,58,OPTIMAL,3.15,24.73
20:40:29,instance_n22_c1_k17_i69.dzn,22,17,6,45,OPTIMAL,2.15,2.91
20:40:34,instance_n22_c2_k14_i73.dzn,22,14,6,46,OPTIMAL,2.04,4.61
20:40:41,instance_n22_c2_k17_i74.dzn,22,17,6,50,OPTIMAL,1.72,1.23
20:40:44,instance_n22_c3_k11_i77.dzn,22,11,8,69,OPTIMAL,3.77,29.73
20:41:18,instance_n22_c3_k17_i79.dzn,22,17,6,38,OPTIMAL,1.93,2.10
20:41:22,instance_n22_c3_k8_i76.dzn,22,8,4,52,OPTIMAL,1.07,0.40
20:41:23,instance_n26_c0_k14_i83.dzn,26,14,7,60,OPTIMAL,2.65,5.30
20:41:31,instance_n26_c0_k17_i84.dzn,26,17,8,81,OPTIMAL,2.61,108.46
20:43:22,instance_n26_c0_k8_i81.dzn,26,8,5,50,OPTIMAL,1.77,1.11
20:43:25,instance_n26_c1_k11_i87.dzn,26,11,6,52,OPTIMAL,2.11,2.08
20:43:29,instance_n26_c1_k14_i88.dzn,26,14,9,99,SAT_MIN,4.90,300.16
20:48:34,instance_n26_c1_k17_i89.dzn,26,17,10,95,SAT_MIN,7.84,300.20
20:53:42,instance_n26_c2_k14_i93.dzn,26,14,10,101,SAT_MIN,9.87,300.14
20:58:52,instance_n26_c2_k17_i94.dzn,26,17,9,84,SAT_MIN,4.93,300.26
21:03:57,instance_n26_c3_k17_i99.dzn,26,17,7,63,OPTIMAL,2.51,16.06
