Timestamp,Instance,Nodes,Max_K,Solved_at_K,Min_Cost,Min_Status,Time_SAT_Sec,Time_MIN_Sec
19:28:47,instance_n18_c2_k14_i53.dzn,18,14,6,36,OPTIMAL,1.73,0.41
19:28:49,instance_n18_c2_k17_i54.dzn,18,17,6,62,OPTIMAL,1.71,0.77
19:28:52,instance_n22_c0_k14_i63.dzn,22,14,7,62,OPTIMAL,2.77,3.74
19:28:58,instance_n22_c0_k17_i64.dzn,22,17,8,60,OPTIMAL,3.14,21.02
19:29:22,instance_n22_c1_k11_i67.dzn,22,11,8,58,OPTIMAL,2.59,29.24
19:29:54,instance_n22_c1_k17_i69.dzn,22,17,6,45,OPTIMAL,1.75,1.32
19:29:57,instance_n22_c2_k14_i73.dzn,22,14,6,46,OPTIMAL,1.94,2.60
19:30:02,instance_n22_c2_k17_i74.dzn,22,17,6,50,OPTIMAL,1.71,1.09
19:30:05,instance_n22_c3_k11_i77.dzn,22,11,8,69,OPTIMAL,3.17,18.99
19:30:27,instance_n22_c3_k17_i79.dzn,22,17,6,38,OPTIMAL,1.81,1.03
19:30:30,instance_n22_c3_k8_i76.dzn,22,8,4,52,OPTIMAL,0.95,0.36
19:30:31,instance_n26_c0_k14_i83.dzn,26,14,7,60,OPTIMAL,2.39,13.46
19:30:47,instance_n26_c0_k17_i84.dzn,26,17,8,81,OPTIMAL,2.73,82.14
19:32:12,instance_n26_c0_k8_i81.dzn,26,8,5,50,OPTIMAL,1.60,0.69
19:32:14,instance_n26_c1_k11_i87.dzn,26,11,6,52,OPTIMAL,2.08,0.76
19:32:17,instance_n26_c1_k14_i88.dzn,26,14,9,91,SAT_MIN,5.54,300.12
19:37:22,instance_n26_c1_k17_i89.dzn,26,17,10,N/A,ERROR_MIN,7.95,300.17
19:42:31,instance_n26_c2_k14_i93.dzn,26,14,10,108,SAT_MIN,9.26,300.13
19:47:40,instance_n26_c2_k17_i94.dzn,26,17,9,84,OPTIMAL,4.49,226.25
19:51:31,instance_n26_c3_k17_i99.dzn,26,17,7,63,OPTIMAL,2.71,12.16
