Timestamp,Instance,Nodes,Max_K,Solved_at_K,Status,Time_Seconds
2026-02-06 13:42:24,instance_n18_c0_k11_i42.dzn,18,11,9,SAT,12.7118
2026-02-06 13:42:36,instance_n18_c0_k14_i43.dzn,18,14,8,SAT,4.5245
2026-02-06 13:42:41,instance_n18_c1_k17_i49.dzn,18,17,7,SAT,3.1157
2026-02-06 13:42:44,instance_n18_c2_k8_i51.dzn,18,8,7,SAT,2.8562
2026-02-06 13:42:47,instance_n18_c3_k17_i59.dzn,18,17,8,SAT,4.3086
2026-02-06 13:42:51,instance_n18_c3_k8_i56.dzn,18,8,7,SAT,3.2957
2026-02-06 13:42:54,instance_n22_c0_k11_i62.dzn,22,11,7,SAT,2.7120
2026-02-06 13:42:57,instance_n22_c0_k14_i63.dzn,22,14,10,SAT,32.8875
2026-02-06 13:43:30,instance_n22_c0_k8_i61.dzn,22,8,7,SAT,4.0715
2026-02-06 13:43:34,instance_n22_c1_k11_i67.dzn,22,11,9,SAT,25.4886
2026-02-06 13:44:00,instance_n22_c1_k14_i68.dzn,22,14,8,SAT,7.7985
2026-02-06 13:44:07,instance_n22_c1_k17_i69.dzn,22,17,6,SAT,2.0195
2026-02-06 13:44:09,instance_n22_c1_k8_i66.dzn,22,8,6,SAT,2.0643
2026-02-06 13:44:11,instance_n22_c2_k11_i72.dzn,22,11,8,SAT,31.7045
2026-02-06 13:44:43,instance_n22_c2_k14_i73.dzn,22,14,7,SAT,3.2639
2026-02-06 13:44:46,instance_n22_c2_k17_i74.dzn,22,17,6,SAT,2.5085
2026-02-06 13:44:49,instance_n22_c3_k14_i78.dzn,22,14,10,SAT,63.7703
2026-02-06 13:45:53,instance_n22_c3_k8_i76.dzn,22,8,7,SAT,3.3610
2026-02-06 13:45:56,instance_n26_c0_k11_i82.dzn,26,11,9,SAT,62.1023
2026-02-06 13:46:58,instance_n26_c0_k14_i83.dzn,26,14,7,SAT,6.2532
2026-02-06 13:47:04,instance_n26_c0_k17_i84.dzn,26,17,8,SAT,8.5025
2026-02-06 13:47:13,instance_n26_c0_k8_i81.dzn,26,8,8,SAT,61.1041
2026-02-06 13:48:14,instance_n26_c1_k11_i87.dzn,26,11,8,SAT,30.0520
2026-02-06 13:48:44,instance_n26_c1_k14_i88.dzn,26,14,6,SAT,2.0280
2026-02-06 13:48:46,instance_n26_c1_k17_i89.dzn,26,17,8,SAT,11.6039
2026-02-06 13:48:58,instance_n26_c1_k8_i86.dzn,26,8,7,SAT,5.8319
2026-02-06 13:49:04,instance_n26_c2_k11_i92.dzn,26,11,8,SAT,61.5731
2026-02-06 13:50:05,instance_n26_c2_k14_i93.dzn,26,14,9,SAT,134.3998
2026-02-06 13:52:20,instance_n26_c2_k17_i94.dzn,26,17,8,SAT,36.5359
2026-02-06 13:52:56,instance_n26_c2_k8_i91.dzn,26,8,7,SAT,8.4268
2026-02-06 13:53:05,instance_n26_c3_k11_i97.dzn,26,11,8,SAT,35.0042
2026-02-06 13:53:40,instance_n26_c3_k14_i98.dzn,26,14,8,SAT,38.6223
2026-02-06 13:54:18,instance_n26_c3_k17_i99.dzn,26,17,8,SAT,7.5741
