Timestamp,Instance,Nodes,Max_K,Solved_at_K,Status,Time_Seconds
2026-02-06 13:56:38,instance_n18_c0_k11_i42.dzn,18,11,9,SAT,6.7144
2026-02-06 13:56:45,instance_n18_c0_k14_i43.dzn,18,14,8,SAT,3.8876
2026-02-06 13:56:48,instance_n18_c1_k17_i49.dzn,18,17,7,SAT,2.7863
2026-02-06 13:56:51,instance_n18_c2_k8_i51.dzn,18,8,7,SAT,2.6773
2026-02-06 13:56:54,instance_n18_c3_k17_i59.dzn,18,17,8,SAT,3.3103
2026-02-06 13:56:57,instance_n18_c3_k8_i56.dzn,18,8,7,SAT,2.9082
2026-02-06 13:57:00,instance_n22_c0_k11_i62.dzn,22,11,7,SAT,2.8115
2026-02-06 13:57:03,instance_n22_c0_k14_i63.dzn,22,14,10,SAT,25.9697
2026-02-06 13:57:29,instance_n22_c0_k8_i61.dzn,22,8,7,SAT,2.8800
2026-02-06 13:57:32,instance_n22_c1_k11_i67.dzn,22,11,9,SAT,11.0748
2026-02-06 13:57:43,instance_n22_c1_k14_i68.dzn,22,14,8,SAT,4.7658
2026-02-06 13:57:48,instance_n22_c1_k17_i69.dzn,22,17,6,SAT,1.9482
2026-02-06 13:57:50,instance_n22_c1_k8_i66.dzn,22,8,6,SAT,1.8949
2026-02-06 13:57:52,instance_n22_c2_k11_i72.dzn,22,11,8,SAT,12.5597
2026-02-06 13:58:04,instance_n22_c2_k14_i73.dzn,22,14,7,SAT,2.7537
2026-02-06 13:58:07,instance_n22_c2_k17_i74.dzn,22,17,6,SAT,2.0815
2026-02-06 13:58:09,instance_n22_c3_k14_i78.dzn,22,14,10,SAT,11.1225
2026-02-06 13:58:21,instance_n22_c3_k8_i76.dzn,22,8,7,SAT,2.4954
2026-02-06 13:58:23,instance_n26_c0_k11_i82.dzn,26,11,9,SAT,19.7986
2026-02-06 13:58:43,instance_n26_c0_k14_i83.dzn,26,14,7,SAT,3.1980
2026-02-06 13:58:46,instance_n26_c0_k17_i84.dzn,26,17,8,SAT,6.8018
2026-02-06 13:58:53,instance_n26_c0_k8_i81.dzn,26,8,8,SAT,21.5889
2026-02-06 13:59:15,instance_n26_c1_k11_i87.dzn,26,11,8,SAT,6.4282
2026-02-06 13:59:21,instance_n26_c1_k14_i88.dzn,26,14,6,SAT,2.2833
2026-02-06 13:59:24,instance_n26_c1_k17_i89.dzn,26,17,8,SAT,9.7099
2026-02-06 13:59:33,instance_n26_c1_k8_i86.dzn,26,8,7,SAT,3.4118
2026-02-06 13:59:37,instance_n26_c2_k11_i92.dzn,26,11,8,SAT,25.4821
2026-02-06 14:00:02,instance_n26_c2_k14_i93.dzn,26,14,9,SAT,12.2309
2026-02-06 14:00:15,instance_n26_c2_k17_i94.dzn,26,17,8,SAT,8.5001
2026-02-06 14:00:23,instance_n26_c2_k8_i91.dzn,26,8,7,SAT,3.1434
2026-02-06 14:00:26,instance_n26_c3_k11_i97.dzn,26,11,8,SAT,8.6306
2026-02-06 14:00:35,instance_n26_c3_k14_i98.dzn,26,14,8,SAT,25.1812
2026-02-06 14:01:00,instance_n26_c3_k17_i99.dzn,26,17,8,SAT,4.9745
