Timestamp,Instance,Nodes,Max_K,Solved_at_K,Status,Time_Seconds
2026-02-06 14:51:30,instance_n18_c0_k11_i42.dzn,18,11,9,SAT,11.2268
2026-02-06 14:51:41,instance_n18_c0_k14_i43.dzn,18,14,8,SAT,3.6662
2026-02-06 14:51:45,instance_n18_c1_k17_i49.dzn,18,17,7,SAT,2.7631
2026-02-06 14:51:48,instance_n18_c2_k8_i51.dzn,18,8,7,SAT,2.4574
2026-02-06 14:51:50,instance_n18_c3_k17_i59.dzn,18,17,8,SAT,4.1091
2026-02-06 14:51:54,instance_n18_c3_k8_i56.dzn,18,8,7,SAT,2.6587
2026-02-06 14:51:57,instance_n22_c0_k11_i62.dzn,22,11,7,SAT,2.6098
2026-02-06 14:52:00,instance_n22_c0_k14_i63.dzn,22,14,10,SAT,23.6967
2026-02-06 14:52:23,instance_n22_c0_k8_i61.dzn,22,8,7,SAT,2.9400
2026-02-06 14:52:26,instance_n22_c1_k11_i67.dzn,22,11,9,SAT,17.8181
2026-02-06 14:52:44,instance_n22_c1_k14_i68.dzn,22,14,8,SAT,4.7986
2026-02-06 14:52:49,instance_n22_c1_k17_i69.dzn,22,17,6,SAT,2.0010
2026-02-06 14:52:51,instance_n22_c1_k8_i66.dzn,22,8,6,SAT,2.4137
2026-02-06 14:52:53,instance_n22_c2_k11_i72.dzn,22,11,8,SAT,7.5160
2026-02-06 14:53:01,instance_n22_c2_k14_i73.dzn,22,14,7,SAT,3.0558
2026-02-06 14:53:04,instance_n22_c2_k17_i74.dzn,22,17,6,SAT,2.4859
2026-02-06 14:53:06,instance_n22_c3_k14_i78.dzn,22,14,10,SAT,62.1411
2026-02-06 14:54:09,instance_n22_c3_k8_i76.dzn,22,8,7,SAT,2.8513
2026-02-06 14:54:11,instance_n26_c0_k11_i82.dzn,26,11,9,SAT,18.7363
2026-02-06 14:54:30,instance_n26_c0_k14_i83.dzn,26,14,7,SAT,3.2820
2026-02-06 14:54:33,instance_n26_c0_k17_i84.dzn,26,17,8,SAT,7.7395
2026-02-06 14:54:41,instance_n26_c0_k8_i81.dzn,26,8,8,SAT,25.7476
2026-02-06 14:55:07,instance_n26_c1_k11_i87.dzn,26,11,8,SAT,7.7325
2026-02-06 14:55:15,instance_n26_c1_k14_i88.dzn,26,14,6,SAT,1.8727
2026-02-06 14:55:17,instance_n26_c1_k17_i89.dzn,26,17,8,SAT,12.3993
2026-02-06 14:55:29,instance_n26_c1_k8_i86.dzn,26,8,7,SAT,4.1971
2026-02-06 14:55:33,instance_n26_c2_k11_i92.dzn,26,11,8,SAT,17.6028
2026-02-06 14:55:51,instance_n26_c2_k14_i93.dzn,26,14,9,SAT,23.0983
2026-02-06 14:56:14,instance_n26_c2_k17_i94.dzn,26,17,8,SAT,12.7721
2026-02-06 14:56:27,instance_n26_c2_k8_i91.dzn,26,8,7,SAT,3.8432
2026-02-06 14:56:30,instance_n26_c3_k11_i97.dzn,26,11,8,SAT,10.1021
2026-02-06 14:56:41,instance_n26_c3_k14_i98.dzn,26,14,8,SAT,11.7221
2026-02-06 14:56:52,instance_n26_c3_k17_i99.dzn,26,17,8,SAT,7.8058
