Timestamp,Instance,Nodes,Max_K,Solved_at_K,Status,Time_Seconds
2026-02-06 14:11:19,instance_n18_c0_k11_i42.dzn,18,11,9,SAT,10.4181
2026-02-06 14:11:29,instance_n18_c0_k14_i43.dzn,18,14,8,SAT,6.0020
2026-02-06 14:11:35,instance_n18_c1_k17_i49.dzn,18,17,7,SAT,2.9871
2026-02-06 14:11:38,instance_n18_c2_k8_i51.dzn,18,8,7,SAT,2.7168
2026-02-06 14:11:41,instance_n18_c3_k17_i59.dzn,18,17,8,SAT,7.0737
2026-02-06 14:11:48,instance_n18_c3_k8_i56.dzn,18,8,7,SAT,2.8292
2026-02-06 14:11:51,instance_n22_c0_k11_i62.dzn,22,11,7,SAT,4.3261
2026-02-06 14:11:55,instance_n22_c0_k14_i63.dzn,22,14,10,SAT,126.3858
2026-02-06 14:14:02,instance_n22_c0_k8_i61.dzn,22,8,7,SAT,6.9003
2026-02-06 14:14:09,instance_n22_c1_k11_i67.dzn,22,11,9,SAT,29.3993
2026-02-06 14:14:38,instance_n22_c1_k14_i68.dzn,22,14,8,SAT,6.2188
2026-02-06 14:14:44,instance_n22_c1_k17_i69.dzn,22,17,6,SAT,2.9188
2026-02-06 14:14:47,instance_n22_c1_k8_i66.dzn,22,8,6,SAT,2.2965
2026-02-06 14:14:49,instance_n22_c2_k11_i72.dzn,22,11,8,SAT,6.6458
2026-02-06 14:14:56,instance_n22_c2_k14_i73.dzn,22,14,7,SAT,7.6901
2026-02-06 14:15:04,instance_n22_c2_k17_i74.dzn,22,17,6,SAT,2.4642
2026-02-06 14:15:06,instance_n22_c3_k14_i78.dzn,22,14,N/A,TIMEOUT,300.0000
2026-02-06 14:20:06,instance_n22_c3_k8_i76.dzn,22,8,7,SAT,8.9437
2026-02-06 14:20:15,instance_n26_c0_k11_i82.dzn,26,11,9,SAT,166.0475
2026-02-06 14:23:01,instance_n26_c0_k14_i83.dzn,26,14,7,SAT,11.2797
2026-02-06 14:23:13,instance_n26_c0_k17_i84.dzn,26,17,8,SAT,20.7578
2026-02-06 14:23:33,instance_n26_c0_k8_i81.dzn,26,8,8,SAT,23.3795
2026-02-06 14:23:57,instance_n26_c1_k11_i87.dzn,26,11,8,SAT,35.2134
2026-02-06 14:24:32,instance_n26_c1_k14_i88.dzn,26,14,6,SAT,3.3333
2026-02-06 14:24:35,instance_n26_c1_k17_i89.dzn,26,17,8,SAT,55.9100
2026-02-06 14:25:31,instance_n26_c1_k8_i86.dzn,26,8,7,SAT,7.9156
2026-02-06 14:25:39,instance_n26_c2_k11_i92.dzn,26,11,8,SAT,23.9310
2026-02-06 14:26:03,instance_n26_c2_k14_i93.dzn,26,14,9,SAT,172.0004
2026-02-06 14:28:55,instance_n26_c2_k17_i94.dzn,26,17,8,SAT,66.6605
2026-02-06 14:30:02,instance_n26_c2_k8_i91.dzn,26,8,7,SAT,10.2317
2026-02-06 14:30:12,instance_n26_c3_k11_i97.dzn,26,11,8,SAT,31.6799
2026-02-06 14:30:44,instance_n26_c3_k14_i98.dzn,26,14,8,SAT,9.4324
2026-02-06 14:30:53,instance_n26_c3_k17_i99.dzn,26,17,8,SAT,35.0190
